traditional,simplified,pinyin,cefr_level,part_of_speech,definitions
意義,意义,yìyì,B1,N,sense | meaning | significance | importance
陰,阴,yīn,B1,Vs,variant of 陰|阴
因此,因此,yīncĭ,B1,Conj,thus |  consequently |  as a result
音響,音响,yīnxiăng,B1,N,sound | acoustics | audio | hi-fi system | stereo sound system | abbr. for 組合音響|组合音响
引起,引起,yĭnqĭ,B1,V,to give rise to |  to lead to |  to cause |  to arouse
英俊,英俊,yīngjùn,B1,Vs,handsome
贏,赢,yíng,B1,Vp,to beat | to win | to profit
營養,营养,yíngyăng,B1,N,nutrition | nourishment
影片,影片,yĭngpiàn,B1,N,a copy of a film | film |  motion picture |  movie
勇敢,勇敢,yŏnggăn,B1,Vs,brave |  courageous
擁有,拥有,yŏngyŏu,B1,Vst,to have |  to possess
永遠,永远,yŏngyuăn,B1,Adv,forever | eternal
用,用,yòng,B1,Prep,to use | to employ | to have to | to eat or drink | expense or outlay | usefulness | hence | therefore
用法,用法,yòngfă,B1,N,usage
用品,用品,yòngpĭn,B1,N,articles for use | products | goods
優點,优点,yōudiăn,B1,N,merit | benefit | strong point | advantage
幽默,幽默,yōumò,B1,Vs,(loanword) humor | humorous
優秀,优秀,yōuxiù,B1,Vs,outstanding |  excellent
遊客,游客,yóukè,B1,N,traveler |  tourist | (online gaming) guest player
由於,由于,yóuyú,B1,Conj,due to | as a result of | thanks to | owing to | since | because
有效,有效,yŏuxiào,B1,Vs,effective | in effect | valid
友誼,友谊,yŏuyì,B1,N,companionship | fellowship | friendship
愉快,愉快,yúkuài,B1,Vs,cheerful | cheerily | delightful | pleasant | pleasantly | pleasing | happy | delighted
於是,于是,yúshì,B1,Conj,thereupon |  as a result |  consequently |  thus |  hence
噢,噢,yŭ,B1,Ptc,oh |  ah (used to indicate realization) | also pr. 
與,与,yŭ,B1,Conj / Prep,to take part in
玉,玉,yù,B1,N,jade
玉米,玉米,yùmĭ,B1,N,corn | maize
預備,预备,yùbèi,B1,V,to prepare | to make ready | preparation | preparatory
遇到,遇到,yùdào,B1,Vpt,to meet |  to run into |  to come across
預習,预习,yùxí,B1,V,to prepare a lesson
圓,圆,yuán,B1,N,circle | round | circular | spherical | (of the moon) full | unit of Chinese currency (yuan) | tactful | to make consistent and whole (the narrative of a dream or a lie)
員工,员工,yuángōng,B1,N,staff | personnel | employee
原諒,原谅,yuánliàng,B1,Vst,to excuse | to forgive | to pardon
願望,愿望,yuànwàng,B1,N,desire | wish
約,约,yuē,B1,Adv,to make an appointment | to invite | approximately | pact | treaty | to economize | to restrict | to reduce (a fraction) | concise
月餅,月饼,yuèbĭng,B1,N,mooncake (esp. for the Mid-Autumn Festival)
閱讀,阅读,yuèdú,B1,V,to read | reading
樂團,乐团,yuètuán,B1,N,band | orchestra
雲,云,yún,B1,N,cloud
運氣,运气,yùnqì,B1,N,luck (good or bad)
在,在,zài,B1,Vst,to exist |  to be alive | (of sb or sth) to be (located) at | (used before a verb to indicate an action in progress)
在意,在意,zàiyì,B1,Vst,to care about | to mind
在於,在于,zàiyú,B1,Vst,to rest with |  to lie in |  to be due to (a certain attribute) | (of a matter) to be determined by |  to be up to (sb)
早,早,zăo,B1,Adv,early | morning | Good morning! | long ago | prematurely
早日,早日,zăorì,B1,Adv,soon |  at an early date | the early days |  the past
早晚,早晚,zăowăn,B1,N,morning and evening | (dialect) some time in the future |  some day
造成,造成,zàochéng,B1,Vpt,to bring about | to create | to cause
噪音,噪音,zàoyīn,B1,N,rumble | noise | static (in a signal)
增加,增加,zēngjiā/zēng,B1,Vpt,to raise | to increase
增,增,zēngjiā/zēng,B1,Vpt,(bound form) to increase |  to augment |  to add to
責任,责任,zérèn,B1,N,responsibility | blame | duty
知,知,zhī,B1,Vst,to know | to be aware
之後,之后,zhīhòu,B1,N,after |  behind | (at the beginning of a sentence) afterwards |  since then
之間,之间,zhījiān,B1,N,"(after a noun) between |  among |  amid | (used after certain bisyllabic words to form expressions indicating a short period of time, e.g. 彈指之間|弹指之间)"
之前,之前,zhīqián,B1,N,before | prior to | ago | previously | beforehand
直,直,zhí,B1,Vs,straight | to straighten | fair and reasonable | frank | straightforward | (indicates continuing motion or action) | vertical | vertical downward stroke in Chinese characters
直到,直到,zhídào,B1,Prep,until
值得,值得,zhíde,B1,Vst,to be worth | to deserve
殖民地,殖民地,zhímíndì,B1,N,colony
植物,植物,zhíwù,B1,N,plant | vegetation
職業,职业,zhíyè,B1,N,occupation |  profession |  vocation | professional
職員,职员,zhíyuán,B1,N,office worker | staff member
指,指,zhĭ,B1,V,finger | to point at or to | to indicate or refer to | to depend on | to count on | (of hair) to stand on end
只是,只是,zhĭshì,B1,Conj,merely |  only |  just |  nothing but | simply | but |  however
只有,只有,zhĭyŏu,B1,Adv / Conj,"only have ... | there is only ... | (used in combination with 才) it is only if one ... (that one can ...) (Example: 只有通過治療才能痊愈|只有通过治疗才能痊愈 ""the only way to cure it is with therapy"") | it is only ... (who ...) (Example: 只有男性才有此需要 ""only men would have such a requirement"") | (used to indicate that one has no alternative) one can only (do a certain thing) (Example: 只有屈服 ""the only thing you can do is give in"")"
制度,制度,zhìdù,B1,N,"system (e.g. political, adminstrative etc) | institution"
智慧,智慧,zhìhuì,B1,N,wisdom | knowledge | intelligent | intelligence
至少,至少,zhìshăo,B1,Adv,at least | (to say the) least
至於,至于,zhìyú,B1,Prep,as for | as to | to go so far as to
摘,摘,zhāi,B1,V,"to take |  to pick (flowers, fruit etc) |  to pluck |  to remove |  to take off (glasses, hat etc) | to select |  to pick out | to borrow money at a time of urgent need"
站,站,zhàn,B1,N,station | to stand | to halt | to stop | branch of a company or organization | website
暫時,暂时,zhànshí,B1,Adv,temporary | provisional | for the time being
戰爭,战争,zhànzhēng,B1,N,war | conflict
掌握,掌握,zhăngwò,B1,V,"to grasp (often fig.) | to control | to seize (initiative, opportunity, destiny) | to master | to know well | to understand sth well and know how to use it | fluency"
障礙,障碍,zhàngài,B1,N,barrier | obstruction | hindrance | impediment | obstacle
著急,着急,zhāojí,B1,Vs,to worry |  to feel anxious | to feel a sense of urgency |  to be in a hurry | Taiwan pr. 
招待,招待,zhāodài,B1,V,to hold a reception |  to offer hospitality |  to entertain (guests) |  to serve (customers)
招牌,招牌,zhāopái,B1,N,signboard | shop sign | reputation of a business
找錢,找钱,zhăoqián,B1,V-sep,to give change
照,照,zhào,B1,V / Prep,according to | in accordance with | to shine | to illuminate | to reflect | to look at (one's reflection) | to take (a photo) | photo | as requested | as before
炸,炸,zhà,B1,V,to burst | to explode | to blow up | (fig.) to fly into a rage
珍貴,珍贵,zhēnguì,B1,Vs,precious
真理,真理,zhēnlĭ,B1,N,truth
真實,真实,zhēnshí,B1,Vs,true |  real
真是,真是,zhēnshì,B1,Adv,"indeed |  truly | (coll.) (used to express disapproval, annoyance etc)"
真心,真心,zhēnxīn,B1,Vs,sincere | heartfelt
真正,真正,zhēnzhèng,B1,Adv / Vs-attr,genuine |  real |  true | really |  indeed
整理,整理,zhěnglĭ,B1,V,"to arrange | to tidy up | to sort out | to straighten out | to list systematically | to collate (data, files) | to pack (luggage)"
整齊,整齐,zhěngqí,B1,Vs,orderly | neat | even | tidy
證明,证明,zhèngmíng,B1,V,proof | certificate | identification | testimonial | to prove | to testify | to confirm the truth of
正確,正确,zhèngquè,B1,Vs,correct |  sound |  right |  proper
證書,证书,zhèngshū,B1,N,credentials | certificate
政治,政治,zhèngzhì,B1,N,politics | political
哲學,哲学,zhéxué,B1,N,philosophy
這樣子,这样子,zhèyàngzi,B1,Vs / Adv,so | such | this way | like this
中部,中部,zhōngbù,B1,N,middle part | central section
中餐,中餐,zhōngcān,B1,N,lunch | Chinese meal | Chinese food
終於,终于,zhōngyú,B1,Adv,at last | in the end | finally | eventually
種,种,zhòng,B1,V,to plant | to grow | to cultivate
重點,重点,zhòngdiăn,B1,N,important point |  main point |  focus | key (project etc) | to focus on |  to put the emphasis on
重視,重视,zhòngshì,B1,Vst,to attach importance to sth |  to value
周圍,周围,zhōuwéi,B1,N,environs |  surroundings |  periphery
煮,煮,zhŭ,B1,V,to cook | to boil
主動,主动,zhŭdòng,B1,Vs,to take the initiative | to do sth of one's own accord | spontaneous | active | opposite: passive 被動|被动 | drive (of gears and shafts etc)
主婦,主妇,zhŭfù,B1,N,housewife | woman of senior authority in a household | the lady of the house | hostess
主管,主管,zhŭguăn,B1,N,in charge | responsible for | person in charge | manager
主任,主任,zhŭrèn,B1,N,director | head
主題,主题,zhŭtí,B1,N,theme | subject
主要,主要,zhŭyào,B1,Adv / Vs-attr,main | principal | major | primary
主意,主意,zhŭyì,B1,N,plan | idea | decision | Beijing pr. 
助,助,zhù,B1,V,to help | to assist
祝福,祝福,zhùfú,B1,N / V,blessings | to wish sb well
助理,助理,zhùlĭ,B1,N,assistant
著名,著名,zhùmíng,B1,Vs,famous | noted | well-known | celebrated
狀態,状态,zhuàngtài,B1,N,condition |  state |  state of affairs
專心,专心,zhuānxīn,B1,Vs,to focus one's attention |  to concentrate on (doing sth)
專業,专业,zhuānyè,B1,Vs-attr,specialty | specialized field | main field of study (at university) | major | professional
追求,追求,zhuīqiú,B1,V,to pursue (a goal etc) stubbornly | to seek after | to woo
準時,准时,zhŭnshí,B1,Vs,on time | punctual | on schedule
著,着,zhuó,B1,V,to wear (clothes) | to contact | to use | to apply
資源,资源,zīyuán,B1,N,natural resource (such as water or minerals) | resource (such as manpower or tourism)
仔細,仔细,zĭxì,B1,Vs,careful |  attentive |  cautious | to be careful |  to look out
自從,自从,zìcóng,B1,Prep,since (a time) | ever since
自動,自动,zìdòng,B1,Vs,automatic | voluntarily
自殺,自杀,zìshā,B1,Vi,to kill oneself | to commit suicide | to attempt suicide
自信,自信,zìxìn,B1,N,to have confidence in oneself | self-confidence
自在,自在,zìzài,B1,Vs,comfortable |  at ease
宗教,宗教,zōngjiào,B1,N,religion
總而言之,总而言之,zŏngéryánzhī,B1,Conj,in short | in a word | in brief
總算,总算,zŏngsuàn,B1,Adv,at long last | finally | on the whole
總統,总统,zŏngtŏng,B1,N,president (of a country)
總之,总之,zŏngzhī,B1,Conj,in a word | in short | in brief
走走,走走,zŏuzŏu,B1,Vi,No definition available
組,组,zŭ,B1,M,"to form | to organize | group | team | classifier for sets, series, groups of people, batteries"
祖父,祖父,zŭfù,B1,N,father's father | paternal grandfather
祖母,祖母,zŭmŭ,B1,N,father's mother | paternal grandmother
祖先,祖先,zŭxiān,B1,N,ancestors |  forebears | (biology) ancestral species |  ancient species from which present-day species evolved
醉,醉,zuì,B1,Vp,intoxicated
最初,最初,zuìchū,B1,N,first | primary | initial | original | at first | initially | originally
最多,最多,zuìduō,B1,Adv,at most | maximum | greatest (amount) | maximal
最後,最后,zuìhòu,B1,N,final | last | finally | ultimate
最佳,最佳,zuìjiā,B1,Vs-attr,"optimum | optimal | peak | best (athlete, movie etc)"
尊敬,尊敬,zūnjìng,B1,Vst,to respect |  to revere |  to esteem | honorable |  distinguished (used on formal occasions before a term of address)
作,作,zuò,B1,V,"to do |  to engage in | to write |  to compose | to pretend |  to feign | to regard as |  to consider to be | to be |  to act the part of | to feel (itchy, nauseous etc) | writings |  works"
做夢,做梦,zuòmèng,B1,V-sep,to dream | to have a dream | fig. illusion | fantasy | pipe dream
作夢,作梦,zuòmèng,B1,V-sep,No definition available
作品,作品,zuòpĭn,B1,N,work (of art) | opus
做人,做人,zuòrén,B1,Vi,to conduct oneself | to behave with integrity
做事,做事,zuòshì,B1,Vi,to work | to handle matters | to have a job
作者,作者,zuòzhě,B1,N,author |  writer
愛好,爱好,àihào,B2,N / Vst,to like |  to be fond of |  to take pleasure in |  to be keen on | interest |  hobby
愛護,爱护,àihù,B2,Vst,to cherish | to treasure | to take care of | to love and protect
愛人,爱人,àirén,B2,N,spouse (PRC) | lover (non-PRC)
哎呀,哎呀,āiyā,B2,Ptc,"interjection of wonder, shock or admiration"
哎喲,哎哟,āiyāo,B2,Ptc,hey | ow | ouch | interjection of pain or surprise
癌症,癌症,áizhèng/ái,B2,N,cancer
癌,癌,áizhèng/ái,B2,N,cancer | carcinoma | also pr. 
按,按,àn,B2,V,to press | to push | to leave aside or shelve | to control | to restrain | to keep one's hand on | to check or refer to | according to | in the light of | (of an editor or author) to make a comment
暗,暗,àn,B2,Vs,(literary) to close (a door) | to eclipse | confused |  ignorant (variant of 暗) | dark (variant of 暗)
案,案,àn,B2,N,(legal) case | incident | record | file | table
骯髒,肮脏,āngzāng,B2,Vs,dirty | filthy
按時,按时,ànshí,B2,Adv,on time | before deadline | on schedule
安慰,安慰,ānwèi,B2,V,to comfort | to console
暗中,暗中,ànzhōng,B2,Adv,in the dark | in secret | on the sly | surreptitiously
安裝,安装,ānzhuāng,B2,V,to install | to erect | to fix | to mount | installation
熬,熬,áo,B2,V,to cook on a slow fire | to extract by heating | to decoct | to endure
拔,拔,bá,B2,V,to pull up | to pull out | to draw out by suction | to select | to pick | to stand out (above level) | to surpass | to seize
罷工,罢工,bàgōng,B2,Vi,a strike | to go on strike
敗,败,bài,B2,Vp,to defeat | to damage | to lose (to an opponent) | to fail | to wither
拜,拜,bài,B2,V,to pay respect | worship | visit | salute
拜拜,拜拜,bàibài,B2,Vi,"to pay one's respects by bowing with hands in front of one's chest clasping joss sticks, or with palms pressed together | (Tw) religious ceremony in which offerings are made to a deity"
拜訪,拜访,bàifăng,B2,V,to pay a visit |  to call on
拜年,拜年,bàinián,B2,V-sep,to pay a New Year call | to wish sb a Happy New Year
拜託,拜托,bàituō,B2,V,to request sb to do sth | please!
擺脫,摆脱,băituō,B2,V,to break away from | to cast off (old ideas etc) | to get rid of | to break away (from) | to break out (of) | to free oneself from | to extricate oneself
罷了,罢了,bàle,B2,Ptc,"a modal particle indicating (don't mind it, ok)"
拌,拌,bàn,B2,V,to mix | to mix in | to toss (a salad)
般,般,bān,B2,,see 般樂|般乐
磅,磅,bàng,B2,M,"scale (instrument for weighing) | to weigh | (loanword) pound (unit of weight, about 454 grams) | (printing) point (unit used to measure the size of type)"
棒,棒,bàng,B2,M,stick | club | cudgel | smart | capable | strong | wonderful | classifier for legs of a relay race
